filename,emotion,sc_band00_mean,sc_band01_mean,sc_band02_mean,sc_band03_mean,sc_band04_mean,sc_band05_mean,sc_band06_mean,sc_band00_std,sc_band01_std,sc_band02_std,sc_band03_std,sc_band04_std,sc_band05_std,sc_band06_std,lfcc01_mean,lfcc02_mean,lfcc03_mean,lfcc04_mean,lfcc05_mean,lfcc06_mean,lfcc07_mean,lfcc08_mean,lfcc09_mean,lfcc10_mean,lfcc11_mean,lfcc12_mean,lfcc13_mean,lfcc01_std,lfcc02_std,lfcc03_std,lfcc04_std,lfcc05_std,lfcc06_std,lfcc07_std,lfcc08_std,lfcc09_std,lfcc10_std,lfcc11_std,lfcc12_std,lfcc13_std
c31_i1_e1_s1.wav,Happy,21.22507852343665,16.548372104884223,18.88317177582977,19.409396174107716,18.697972384956365,18.879122665591613,23.90193626878858,5.516402168082088,5.485572802324697,6.100289520776181,3.9629494629013706,5.10539437798111,4.2104598999876,7.549565902870794,-10281.892578125,1455.8673095703125,520.3570556640625,469.03790283203125,145.8180694580078,73.38593292236328,-5.6043877601623535,145.86497497558594,-43.2904167175293,10.61990737915039,-121.98657989501953,-104.81680297851562,161.63706970214844,3463.46044921875,871.1834106445312,566.0164794921875,523.6629028320312,352.6382751464844,341.55072021484375,277.07501220703125,170.6201934814453,217.06137084960938,135.7499237060547,169.0936737060547,169.6343231201172,230.99716186523438
c31_i1_e1_s10.wav,Happy,19.49363543099722,17.255612646054054,20.064702961892717,18.391917266882185,19.374179441483673,20.164025076067716,22.898589893858478,5.490917391503783,5.453275457893447,7.384326691391874,3.7399319986468864,5.854532833215645,5.255139619342189,7.238840827757673,-10422.0615234375,1239.173583984375,673.116943359375,613.3856811523438,122.90312194824219,152.81353759765625,9.272902488708496,57.25162124633789,-119.83572387695312,43.00600051879883,-152.43165588378906,-111.16816711425781,194.67002868652344,2886.432373046875,726.8267211914062,443.9202880859375,472.02752685546875,411.1033630371094,223.6497344970703,272.2041320800781,195.409912109375,282.3674011230469,139.4278564453125,166.0374755859375,168.95216369628906,270.2374572753906
c31_i1_e1_s2.wav,Happy,19.735323460753705,16.09637360745685,17.927029794499983,18.347238932394735,17.259374982754878,17.341212836936386,22.210859381137297,5.469783222300578,5.097987157037163,6.459643685043181,3.724058289062054,4.537366754004385,3.980791126250271,7.322281145859064,-10798.6181640625,1182.9932861328125,581.3325805664062,484.0711364746094,199.4532928466797,196.53665161132812,57.17618942260742,140.95933532714844,-75.28175354003906,33.149986267089844,-124.365234375,-147.6511993408203,72.5739974975586,3326.6181640625,737.90625,416.1650390625,407.32489013671875,308.47344970703125,212.32044982910156,218.65455627441406,149.0304718017578,248.7298126220703,121.82633209228516,179.03701782226562,194.86141967773438,180.172119140625
c31_i1_e1_s3.wav,Happy,20.82558358727964,15.823630628482649,18.525827474456833,18.889553863210857,16.95655609657647,17.390743311748142,21.543680373567398,5.525774032334813,5.396403746985328,6.922256991452486,3.850437158706942,4.2400526170334745,4.140273127092329,8.701854183620654,-11041.029296875,1229.9639892578125,586.0553588867188,556.252685546875,211.8017120361328,91.08990478515625,44.52946090698242,151.15158081054688,-107.44722747802734,-30.67888641357422,-62.113067626953125,-106.67329406738281,45.69492721557617,3718.784423828125,704.8190307617188,582.4389038085938,340.36248779296875,335.6799621582031,315.5306091308594,252.19912719726562,149.55810546875,268.3817443847656,115.13343048095703,169.5948944091797,152.8076629638672,144.31153869628906
c31_i1_e1_s4.wav,Happy,20.184907912465167,16.9820496136533,18.77332889870095,19.185678204251364,18.24195168263282,18.975685434804678,23.093398236454718,5.208058988448684,5.663675189516266,6.205230802668247,4.874700748885204,4.905804528231773,4.966543217540606,8.264911351969136,-10260.4609375,1159.850830078125,525.4359741210938,486.2250061035156,86.6642074584961,207.50909423828125,49.377342224121094,115.58191680908203,-106.26036071777344,-31.65424919128418,-65.57807159423828,-208.67654418945312,46.546546936035156,3379.177978515625,704.90478515625,505.5843200683594,375.6524658203125,383.24700927734375,243.7959442138672,255.85751342773438,145.8131561279297,281.7094421386719,139.8672637939453,154.63563537597656,200.80455017089844,168.74642944335938
c31_i1_e1_s5.wav,Happy,20.055666480426716,17.341038891232937,19.780325911616554,17.309986567956425,17.632989648509362,18.041804873163834,21.936877069253853,6.001103087809852,5.829950443205685,7.239844112383817,3.7252905907490725,4.1031014881551915,4.383232865043046,7.334857695833123,-10624.6552734375,1252.4501953125,599.0643920898438,639.9486083984375,184.15179443359375,136.2506561279297,28.25885581970215,97.44929504394531,-119.66822814941406,48.96137619018555,-76.46015167236328,-76.48545837402344,145.57887268066406,3529.2255859375,608.4358520507812,574.0938720703125,440.7434997558594,301.1692199707031,335.41143798828125,284.7282409667969,173.32928466796875,261.2706604003906,107.69683837890625,146.38470458984375,144.53709411621094,223.853515625
c31_i1_e1_s6.wav,Happy,20.088368269187413,16.576265278094404,18.3566613578691,17.73257038287415,17.788843921609583,17.97326357198702,21.969985435341066,4.896396126281116,6.11539626853541,6.66750787301164,4.680615547340511,4.9647690309032155,4.443124636782775,6.974834486736285,-10539.39453125,1187.7244873046875,548.7615966796875,552.6168823242188,128.26051330566406,177.93235778808594,80.61598205566406,106.06278228759766,-113.82240295410156,53.42707824707031,-58.13326644897461,-86.73038482666016,81.35536193847656,3195.10888671875,764.3250122070312,441.6785583496094,448.97625732421875,374.1581115722656,249.4680938720703,225.1988525390625,146.7613067626953,279.65185546875,128.83090209960938,175.39427185058594,222.49461364746094,186.6125946044922
c31_i1_e1_s7.wav,Happy,21.396884381689855,17.390035361577247,20.615191230374304,18.842078736780387,17.789086154672038,19.215841633288214,22.063872557627374,5.942118754485008,6.2558307495217225,7.572830156883077,4.843336558643314,4.705967570296254,5.6010950100143,8.10305644444084,-9746.0693359375,1247.016845703125,464.8214111328125,511.90716552734375,77.79674530029297,143.0039520263672,6.079226970672607,90.71135711669922,-197.28787231445312,-11.030505180358887,-45.09319305419922,-185.21084594726562,124.48927307128906,3463.11328125,808.2092895507812,495.4320068359375,481.3245544433594,370.0733947753906,315.3904724121094,293.9006652832031,185.42405700683594,331.85791015625,144.30575561523438,163.98934936523438,235.46453857421875,233.20938110351562
c31_i1_e1_s8.wav,Happy,21.591437997681087,17.230432724962515,20.254769351165255,18.89387888482092,18.1521068784514,18.37793700756684,23.074397972144546,5.5490784636629735,5.746137779205077,6.946054587704159,4.804107779237118,5.073175683138676,4.889134722994236,7.015575231983922,-10206.73046875,1237.51708984375,595.26904296875,644.36572265625,85.87211608886719,130.16748046875,-23.30300521850586,97.54637145996094,-159.8487091064453,47.04018020629883,-98.57979583740234,-136.7852325439453,125.13121795654297,3490.6181640625,670.0823364257812,416.6958312988281,457.5060729980469,403.3535461425781,258.7664489746094,257.4420166015625,152.3809814453125,314.69024658203125,153.85523986816406,181.73562622070312,214.85943603515625,227.09619140625
c31_i1_e1_s9.wav,Happy,19.01840020280831,17.411993109631876,19.787954262592347,20.051529066225363,18.22689463338332,19.843606092316755,22.8632790638111,5.588799899483384,5.396514214837292,6.5474172237993224,4.363922279305771,4.722219422122558,5.018394795847825,7.592702378026206,-10560.5615234375,1330.378662109375,732.5404663085938,654.6807250976562,84.57334899902344,113.29646301269531,28.696155548095703,109.23348999023438,-144.9536590576172,80.79435729980469,-104.11922454833984,-144.19993591308594,166.422119140625,3110.3759765625,719.5037841796875,439.00927734375,413.4752197265625,358.66326904296875,330.1609802246094,238.90545654296875,183.1102294921875,274.6202392578125,140.43716430664062,164.927734375,173.1228790283203,233.0528564453125
