filename,emotion,mfcc01_mean,mfcc02_mean,mfcc03_mean,mfcc04_mean,mfcc05_mean,mfcc06_mean,mfcc07_mean,mfcc08_mean,mfcc09_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc01_std,mfcc02_std,mfcc03_std,mfcc04_std,mfcc05_std,mfcc06_std,mfcc07_std,mfcc08_std,mfcc09_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std
c31_i1_e1_s1.wav,Happy,-454.39971923828125,90.99170684814453,32.522315979003906,29.314868927001953,9.113629341125488,4.586620807647705,-0.3502742350101471,9.116560935974121,-2.705651044845581,0.6637442111968994,-7.624161243438721,-6.551050186157227,10.102316856384277,153.0647735595703,54.4489631652832,35.37602996826172,32.72893142700195,22.039892196655273,21.346920013427734,17.317188262939453,10.663762092590332,13.566335678100586,8.484370231628418,10.568354606628418,10.602145195007324,14.437322616577148
c31_i1_e1_s10.wav,Happy,-460.5943603515625,77.44834899902344,42.06980895996094,38.336605072021484,7.681445121765137,9.550846099853516,0.579556405544281,3.578226327896118,-7.48973274230957,2.6878750324249268,-9.526978492736816,-6.948010444641113,12.166876792907715,127.5634994506836,45.42667007446289,27.745018005371094,29.501720428466797,25.693960189819336,13.978108406066895,17.012758255004883,12.213119506835938,17.64796257019043,8.714241027832031,10.377342224121094,10.559510231018066,16.889841079711914
c31_i1_e1_s2.wav,Happy,-477.2359313964844,73.93708038330078,36.33328628540039,30.254446029663086,12.46583080291748,12.283540725708008,3.573511838912964,8.809958457946777,-4.705109596252441,2.0718741416931152,-7.7728271484375,-9.22819995880127,4.535874843597412,147.0171356201172,46.119140625,26.01031494140625,25.457805633544922,19.279590606689453,13.270028114318848,13.665909767150879,9.314404487609863,15.545613288879395,7.614145755767822,11.189813613891602,12.178838729858398,11.260757446289062
c31_i1_e1_s3.wav,Happy,-487.94915771484375,76.87274932861328,36.62845993041992,34.76579284667969,13.2376070022583,5.693119049072266,2.7830913066864014,9.44697380065918,-6.715451717376709,-1.9174304008483887,-3.8820667266845703,-6.667080879211426,2.8559329509735107,164.34860229492188,44.05118942260742,36.40243148803711,21.272655487060547,20.979997634887695,19.72066307067871,15.762445449829102,9.347381591796875,16.77385902404785,7.1958394050598145,10.59968090057373,9.5504789352417,9.019471168518066
c31_i1_e1_s4.wav,Happy,-453.4526062011719,72.49067687988281,32.83974838256836,30.389062881469727,5.416512966156006,12.969318389892578,3.0860838890075684,7.223869800567627,-6.64127254486084,-1.9783905744552612,-4.098629474639893,-13.04228401184082,2.9091591835021973,149.3399658203125,44.056549072265625,31.59902000427246,23.47827911376953,23.952938079833984,15.2372465133667,15.991094589233398,9.113322257995605,17.606840133666992,8.741703987121582,9.664727210998535,12.550284385681152,10.546651840209961
c31_i1_e1_s5.wav,Happy,-469.5478210449219,78.27813720703125,37.441524505615234,39.996788024902344,11.50948715209961,8.515666007995605,1.7661784887313843,6.090580940246582,-7.479264259338379,3.0600860118865967,-4.778759479522705,-4.780341148376465,9.098679542541504,155.97120666503906,38.02724075317383,35.88086700439453,27.54646873474121,18.823076248168945,20.963214874267578,17.795515060424805,10.833080291748047,16.329416275024414,6.731052398681641,9.149044036865234,9.033568382263184,13.9908447265625
c31_i1_e1_s6.wav,Happy,-465.77984619140625,74.23278045654297,34.29759979248047,34.53855514526367,8.016282081604004,11.120772361755371,5.038498878479004,6.6289238929748535,-7.113900184631348,3.3391923904418945,-3.633329153060913,-5.42064905166626,5.084710121154785,141.20518493652344,47.77031326293945,27.604909896850586,28.061016082763672,23.3848819732666,15.591755867004395,14.074928283691406,9.172581672668457,17.478240966796875,8.051931381225586,10.962141990661621,13.905913352966309,11.663287162780762
c31_i1_e1_s7.wav,Happy,-430.719482421875,77.93855285644531,29.05133819580078,31.994197845458984,4.8622965812683105,8.93774700164795,0.37995168566703796,5.669459819793701,-12.33049201965332,-0.6894065737724304,-2.818324565887451,-11.575677871704102,7.780579566955566,153.0494384765625,50.51308059692383,30.964500427246094,30.08278465270996,23.129587173461914,19.711904525756836,18.368791580200195,11.589003562927246,20.741119384765625,9.019109725952148,10.249334335327148,14.716533660888672,14.575586318969727
c31_i1_e1_s8.wav,Happy,-451.0780334472656,77.34481811523438,37.204315185546875,40.272857666015625,5.367007255554199,8.135467529296875,-1.4564378261566162,6.096648216247559,-9.990544319152832,2.9400112628936768,-6.1612372398376465,-8.549077033996582,7.8207011222839355,154.26498413085938,41.88014602661133,26.043489456176758,28.59412956237793,25.209596633911133,16.172903060913086,16.090126037597656,9.523811340332031,19.668140411376953,9.615952491760254,11.358476638793945,13.428714752197266,14.193511962890625
c31_i1_e1_s9.wav,Happy,-466.7153015136719,83.14866638183594,45.78377914428711,40.917545318603516,5.285834312438965,7.081028938293457,1.7935097217559814,6.827093124389648,-9.059603691101074,5.049647331237793,-6.50745153427124,-9.012495994567871,10.401382446289062,137.4604949951172,44.96898651123047,27.438079833984375,25.842201232910156,22.416454315185547,20.635061264038086,14.931591033935547,11.444389343261719,17.16376495361328,8.777322769165039,10.3079833984375,10.82017993927002,14.565803527832031
