filename,emotion,mfcc01_mean,mfcc02_mean,mfcc03_mean,mfcc04_mean,mfcc05_mean,mfcc06_mean,mfcc07_mean,mfcc08_mean,mfcc09_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc21_mean,mfcc22_mean,mfcc23_mean,mfcc24_mean,mfcc25_mean,mfcc26_mean,mfcc01_std,mfcc02_std,mfcc03_std,mfcc04_std,mfcc05_std,mfcc06_std,mfcc07_std,mfcc08_std,mfcc09_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,mfcc20_std,mfcc21_std,mfcc22_std,mfcc23_std,mfcc24_std,mfcc25_std,mfcc26_std
c31_i1_e1_s1.wav,Happy,-454.39971923828125,90.99170684814453,32.522315979003906,29.314868927001953,9.113629341125488,4.586620807647705,-0.3502742350101471,9.116560935974121,-2.705651044845581,0.6637442111968994,-7.624161243438721,-6.551050186157227,10.102316856384277,-2.153486490249634,-8.961557388305664,0.9367289543151855,-8.16943073272705,-0.8649136424064636,2.3852148056030273,1.9812308549880981,2.308788537979126,1.8152589797973633,-1.2715851068496704,1.5646631717681885,0.17208482325077057,3.8076417446136475,153.0647735595703,54.4489631652832,35.37602996826172,32.72893142700195,22.039892196655273,21.346920013427734,17.317188262939453,10.663762092590332,13.566335678100586,8.484370231628418,10.568354606628418,10.602145195007324,14.437322616577148,7.744022369384766,12.288097381591797,9.394474983215332,10.693304061889648,9.467334747314453,10.595407485961914,8.661648750305176,7.088661193847656,8.6051607131958,6.956713676452637,8.418710708618164,9.348649024963379,9.741600036621094
c31_i1_e1_s10.wav,Happy,-460.5943603515625,77.44834899902344,42.06980895996094,38.336605072021484,7.681445121765137,9.550846099853516,0.579556405544281,3.578226327896118,-7.48973274230957,2.6878750324249268,-9.526978492736816,-6.948010444641113,12.166876792907715,-4.758307933807373,-3.4013373851776123,0.32423651218414307,-4.594050884246826,-1.0784034729003906,0.2317894995212555,0.3541626036167145,-0.2750135660171509,1.4696776866912842,-1.4846000671386719,3.7760965824127197,-1.128212571144104,7.6989216804504395,127.5634994506836,45.42667007446289,27.745018005371094,29.501720428466797,25.693960189819336,13.978108406066895,17.012758255004883,12.213119506835938,17.64796257019043,8.714241027832031,10.377342224121094,10.559510231018066,16.889841079711914,11.311767578125,9.11935043334961,9.616427421569824,11.916893005371094,12.378357887268066,9.57381820678711,9.766449928283691,7.966049671173096,6.816235065460205,6.530240535736084,9.028873443603516,8.491911888122559,12.942334175109863
c31_i1_e1_s2.wav,Happy,-477.2359313964844,73.93708038330078,36.33328628540039,30.254446029663086,12.46583080291748,12.283540725708008,3.573511838912964,8.809958457946777,-4.705109596252441,2.0718741416931152,-7.7728271484375,-9.22819995880127,4.535874843597412,-1.5311946868896484,-3.719663619995117,1.6880625486373901,-2.3580667972564697,-1.757460117340088,1.2546685934066772,1.9017034769058228,3.182417392730713,4.303792953491211,-1.133811354637146,3.717785596847534,0.6064203381538391,3.671295404434204,147.0171356201172,46.119140625,26.01031494140625,25.457805633544922,19.279590606689453,13.270028114318848,13.665909767150879,9.314404487609863,15.545613288879395,7.614145755767822,11.189813613891602,12.178838729858398,11.260757446289062,8.355012893676758,10.415426254272461,12.230354309082031,9.760611534118652,9.650773048400879,9.144285202026367,8.894270896911621,9.094274520874023,6.359286308288574,9.502683639526367,9.121682167053223,6.947895050048828,8.502100944519043
c31_i1_e1_s3.wav,Happy,-487.94915771484375,76.87274932861328,36.62845993041992,34.76579284667969,13.2376070022583,5.693119049072266,2.7830913066864014,9.44697380065918,-6.715451717376709,-1.9174304008483887,-3.8820667266845703,-6.667080879211426,2.8559329509735107,2.101592540740967,-3.747539520263672,1.4747648239135742,-7.010471820831299,-1.1714993715286255,1.2045509815216064,2.012537956237793,0.5773495435714722,4.795356273651123,-1.8228247165679932,2.1437222957611084,2.457707166671753,6.938257694244385,164.34860229492188,44.05118942260742,36.40243148803711,21.272655487060547,20.979997634887695,19.72066307067871,15.762445449829102,9.347381591796875,16.77385902404785,7.1958394050598145,10.59968090057373,9.5504789352417,9.019471168518066,9.446798324584961,8.555051803588867,9.016899108886719,9.603414535522461,7.5295867919921875,6.885669708251953,6.244816780090332,7.976373672485352,6.030635833740234,7.319447040557861,7.214934349060059,7.547177314758301,11.822593688964844
c31_i1_e1_s4.wav,Happy,-453.4526062011719,72.49067687988281,32.83974838256836,30.389062881469727,5.416512966156006,12.969318389892578,3.0860838890075684,7.223869800567627,-6.64127254486084,-1.9783905744552612,-4.098629474639893,-13.04228401184082,2.9091591835021973,-1.2571090459823608,-4.800629615783691,1.4809815883636475,-3.4411675930023193,3.5153589248657227,1.0468950271606445,4.343945026397705,3.6264655590057373,7.9963884353637695,-0.5779245495796204,4.262553691864014,1.58247971534729,1.2117286920547485,149.3399658203125,44.056549072265625,31.59902000427246,23.47827911376953,23.952938079833984,15.2372465133667,15.991094589233398,9.113322257995605,17.606840133666992,8.741703987121582,9.664727210998535,12.550284385681152,10.546651840209961,8.694955825805664,11.84123706817627,12.25498104095459,13.230090141296387,12.894102096557617,8.381826400756836,10.208992958068848,9.246894836425781,11.860711097717285,10.758514404296875,8.444485664367676,9.644925117492676,10.192266464233398
c31_i1_e1_s5.wav,Happy,-469.5478210449219,78.27813720703125,37.441524505615234,39.996788024902344,11.50948715209961,8.515666007995605,1.7661784887313843,6.090580940246582,-7.479264259338379,3.0600860118865967,-4.778759479522705,-4.780341148376465,9.098679542541504,-2.185915946960449,-6.123873710632324,-4.388599395751953,-5.435719966888428,-1.5177754163742065,1.6059951782226562,2.0261948108673096,1.7828081846237183,5.632056713104248,1.1365896463394165,6.8792009353637695,6.497706413269043,6.629379749298096,155.97120666503906,38.02724075317383,35.88086700439453,27.54646873474121,18.823076248168945,20.963214874267578,17.795515060424805,10.833080291748047,16.329416275024414,6.731052398681641,9.149044036865234,9.033568382263184,13.9908447265625,11.14210319519043,10.004973411560059,7.480875492095947,11.668957710266113,8.977727890014648,12.07005500793457,9.446943283081055,10.138995170593262,9.300335884094238,9.548598289489746,9.000578880310059,11.987409591674805,12.35328483581543
c31_i1_e1_s6.wav,Happy,-465.77984619140625,74.23278045654297,34.29759979248047,34.53855514526367,8.016282081604004,11.120772361755371,5.038498878479004,6.6289238929748535,-7.113900184631348,3.3391923904418945,-3.633329153060913,-5.42064905166626,5.084710121154785,-1.4036519527435303,-4.964234828948975,-2.8662562370300293,-4.561217308044434,-1.261720061302185,1.3011305332183838,3.0862696170806885,1.8911241292953491,5.722897052764893,-0.7969430088996887,2.714416980743408,2.267481565475464,4.767171859741211,141.20518493652344,47.77031326293945,27.604909896850586,28.061016082763672,23.3848819732666,15.591755867004395,14.074928283691406,9.172581672668457,17.478240966796875,8.051931381225586,10.962141990661621,13.905913352966309,11.663287162780762,7.158734321594238,7.785747528076172,8.538360595703125,8.208038330078125,7.9265923500061035,9.508146286010742,9.249025344848633,8.580337524414062,8.513776779174805,8.038904190063477,8.625612258911133,9.748634338378906,8.381194114685059
c31_i1_e1_s7.wav,Happy,-430.719482421875,77.93855285644531,29.05133819580078,31.994197845458984,4.8622965812683105,8.93774700164795,0.37995168566703796,5.669459819793701,-12.33049201965332,-0.6894065737724304,-2.818324565887451,-11.575677871704102,7.780579566955566,0.28389960527420044,1.143781065940857,1.4495948553085327,-5.397602081298828,0.01080001424998045,-1.6346001625061035,2.238966464996338,-0.8795064687728882,5.516218185424805,-0.10883450508117676,4.593735694885254,5.697612285614014,3.4264535903930664,153.0494384765625,50.51308059692383,30.964500427246094,30.08278465270996,23.129587173461914,19.711904525756836,18.368791580200195,11.589003562927246,20.741119384765625,9.019109725952148,10.249334335327148,14.716533660888672,14.575586318969727,11.527701377868652,12.250633239746094,9.855894088745117,10.269777297973633,8.369095802307129,7.424243450164795,10.729377746582031,9.723219871520996,10.813105583190918,10.266138076782227,10.805027961730957,11.909661293029785,12.020590782165527
c31_i1_e1_s8.wav,Happy,-451.0780334472656,77.34481811523438,37.204315185546875,40.272857666015625,5.367007255554199,8.135467529296875,-1.4564378261566162,6.096648216247559,-9.990544319152832,2.9400112628936768,-6.1612372398376465,-8.549077033996582,7.8207011222839355,-2.3920199871063232,-2.5732784271240234,1.0891834497451782,-4.23537540435791,1.8282290697097778,-0.02386314608156681,2.9172275066375732,0.43319711089134216,2.5809388160705566,-1.6018620729446411,6.63412618637085,5.000866413116455,7.696221351623535,154.26498413085938,41.88014602661133,26.043489456176758,28.59412956237793,25.209596633911133,16.172903060913086,16.090126037597656,9.523811340332031,19.668140411376953,9.615952491760254,11.358476638793945,13.428714752197266,14.193511962890625,10.921573638916016,12.312153816223145,11.295723915100098,11.384385108947754,11.801468849182129,11.88613224029541,11.67896842956543,9.915900230407715,9.387372970581055,10.287063598632812,9.901013374328613,11.454914093017578,12.240252494812012
c31_i1_e1_s9.wav,Happy,-466.7153015136719,83.14866638183594,45.78377914428711,40.917545318603516,5.285834312438965,7.081028938293457,1.7935097217559814,6.827093124389648,-9.059603691101074,5.049647331237793,-6.50745153427124,-9.012495994567871,10.401382446289062,-4.56657600402832,-7.918898582458496,-3.3640453815460205,-9.918063163757324,-1.7051600217819214,4.009922981262207,5.946857929229736,8.163969039916992,8.563396453857422,1.0743368864059448,8.974498748779297,-0.6038281321525574,7.128880977630615,137.4604949951172,44.96898651123047,27.438079833984375,25.842201232910156,22.416454315185547,20.635061264038086,14.931591033935547,11.444389343261719,17.16376495361328,8.777322769165039,10.3079833984375,10.82017993927002,14.565803527832031,8.177458763122559,10.57142162322998,8.268826484680176,10.387042999267578,7.879700183868408,11.420721054077148,13.15247917175293,12.074041366577148,12.351383209228516,12.24062728881836,13.835328102111816,9.008875846862793,10.874794006347656
